experiment_id,case,delegate_type,image_path,true_class,predicted_class,similarity_score
pre_a_medoid,pre_a,medoid,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_1413_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.923160274969549
pre_a_average,pre_a,average,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_1348_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9678872253418161
pre_a_centroid,pre_a,centroid,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_1348_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,1.0000000000000002
pre_a_weighted,pre_a,weighted,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_1348_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9683234645622897
pre_a_medoid,pre_a,medoid,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_1348_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,1.0000000000000002
pre_a_average,pre_a,average,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_6237_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9386558301006273
pre_a_centroid,pre_a,centroid,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_6237_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9065663974478012
pre_a_weighted,pre_a,weighted,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_6237_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9391847922567751
pre_a_medoid,pre_a,medoid,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_6237_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9065663974478012
pre_a_average,pre_a,average,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_6235_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9537780770148166
pre_a_centroid,pre_a,centroid,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_6235_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9353062786605933
pre_a_weighted,pre_a,weighted,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_6235_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9545258789187986
pre_a_medoid,pre_a,medoid,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_6235_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9353062786605933
pre_a_average,pre_a,average,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_6298_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9398809652173503
pre_a_centroid,pre_a,centroid,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_6298_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9012258220964199
pre_a_weighted,pre_a,weighted,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_6298_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9396180971488787
pre_a_medoid,pre_a,medoid,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_6298_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9012258220964199
pre_a_average,pre_a,average,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_1336_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9430940724801105
pre_a_centroid,pre_a,centroid,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_1336_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9366043322150348
pre_a_weighted,pre_a,weighted,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_1336_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.943084807989939
pre_a_medoid,pre_a,medoid,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_1336_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9366043322150348
pre_a_average,pre_a,average,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_1362_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9365252603478443
pre_a_centroid,pre_a,centroid,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_1362_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.928478037431245
pre_a_weighted,pre_a,weighted,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_1362_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9369848253936007
pre_a_medoid,pre_a,medoid,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_1362_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.928478037431245
pre_a_average,pre_a,average,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_1340_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9195024477732695
pre_a_centroid,pre_a,centroid,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_1340_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9034681357860329
pre_a_weighted,pre_a,weighted,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_1340_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9198710896178932
pre_a_medoid,pre_a,medoid,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_1340_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9034681357860329
pre_a_average,pre_a,average,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_1420_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9450605688777006
pre_a_centroid,pre_a,centroid,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_1420_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9031924021803203
pre_a_weighted,pre_a,weighted,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_1420_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9459653204806793
pre_a_medoid,pre_a,medoid,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_1420_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9031924021803203
pre_a_average,pre_a,average,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_6247_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.965957285899879
pre_a_centroid,pre_a,centroid,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_6247_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9351779796931845
pre_a_weighted,pre_a,weighted,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_6247_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.966671126197479
pre_a_medoid,pre_a,medoid,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_6247_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9351779796931845
pre_a_average,pre_a,average,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_1343_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9348338240370313
pre_a_centroid,pre_a,centroid,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_1343_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9169803842091764
pre_a_weighted,pre_a,weighted,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_1343_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9352920904797066
pre_a_medoid,pre_a,medoid,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_1343_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9169803842091764
pre_a_average,pre_a,average,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_1350_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9515032760480483
pre_a_centroid,pre_a,centroid,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_1350_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9606994906661056
pre_a_weighted,pre_a,weighted,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_1350_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9517371060682229
pre_a_medoid,pre_a,medoid,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_1350_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9606994906661056
pre_a_average,pre_a,average,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_6239_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9080463216575528
pre_a_centroid,pre_a,centroid,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_6239_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.8821787916071402
pre_a_weighted,pre_a,weighted,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_6239_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9082854308707967
pre_a_medoid,pre_a,medoid,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_6239_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.8821787916071402
pre_a_average,pre_a,average,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_6295_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9529299165152333
pre_a_centroid,pre_a,centroid,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_6295_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9135289915294278
pre_a_weighted,pre_a,weighted,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_6295_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9535256028801443
pre_a_medoid,pre_a,medoid,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_6295_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9135289915294278
pre_a_average,pre_a,average,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_6246_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9566151023890265
pre_a_centroid,pre_a,centroid,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_6246_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9226689776665618
pre_a_weighted,pre_a,weighted,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_6246_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9573610458611244
pre_a_medoid,pre_a,medoid,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_6246_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9226689776665618
pre_a_average,pre_a,average,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_1408_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9443610732129143
pre_a_centroid,pre_a,centroid,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_1408_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9283223945661744
pre_a_weighted,pre_a,weighted,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_1408_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9446236197427006
pre_a_medoid,pre_a,medoid,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_1408_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9283223945661744
pre_a_average,pre_a,average,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_1410_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9603358054152354
pre_a_centroid,pre_a,centroid,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_1410_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9289960552710339
pre_a_weighted,pre_a,weighted,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_1410_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9608019460544028
pre_a_medoid,pre_a,medoid,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_1410_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9289960552710339
pre_a_average,pre_a,average,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_1415_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9574691959392251
pre_a_centroid,pre_a,centroid,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_1415_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9132414427256854
pre_a_weighted,pre_a,weighted,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_1415_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9580496358002027
pre_a_medoid,pre_a,medoid,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_1415_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9132414427256854
pre_a_average,pre_a,average,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_6259_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.960132817001351
pre_a_centroid,pre_a,centroid,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_6259_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.919562658909908
pre_a_weighted,pre_a,weighted,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_6259_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9611980964942747
pre_a_medoid,pre_a,medoid,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_6259_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.919562658909908
pre_a_average,pre_a,average,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_1346_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9632592560917879
pre_a_centroid,pre_a,centroid,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_1346_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9381755055515768
pre_a_weighted,pre_a,weighted,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_1346_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9634330067304674
pre_a_medoid,pre_a,medoid,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_1346_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9381755055515768
pre_a_average,pre_a,average,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_6254_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9613426299462159
pre_a_centroid,pre_a,centroid,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_6254_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9326601526805725
pre_a_weighted,pre_a,weighted,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_6254_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9607223420741141
pre_a_medoid,pre_a,medoid,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_6254_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9326601526805725
pre_a_average,pre_a,average,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_1347_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9577671360295956
pre_a_centroid,pre_a,centroid,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_1347_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9824535965590201
pre_a_weighted,pre_a,weighted,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_1347_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9577994030753643
pre_a_medoid,pre_a,medoid,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_1347_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9824535965590201
pre_a_average,pre_a,average,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_1339_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9434935787109331
pre_a_centroid,pre_a,centroid,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_1339_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9344683284310901
pre_a_weighted,pre_a,weighted,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_1339_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9441413284179269
pre_a_medoid,pre_a,medoid,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_1339_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9344683284310901
pre_a_average,pre_a,average,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_1360_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9335629154465062
pre_a_centroid,pre_a,centroid,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_1360_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.919466178450315
pre_a_weighted,pre_a,weighted,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_1360_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9345821757820092
pre_a_medoid,pre_a,medoid,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_1360_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.919466178450315
pre_a_average,pre_a,average,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_1409_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9421252004221579
pre_a_centroid,pre_a,centroid,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_1409_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9155470242462509
pre_a_weighted,pre_a,weighted,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_1409_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9419954806097792
pre_a_medoid,pre_a,medoid,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_1409_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9155470242462509
pre_a_average,pre_a,average,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_6253_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9385257867268005
pre_a_centroid,pre_a,centroid,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_6253_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.905479282242386
pre_a_weighted,pre_a,weighted,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_6253_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9374850816970468
pre_a_medoid,pre_a,medoid,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_6253_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.905479282242386
pre_a_average,pre_a,average,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_1344_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9311586439625551
pre_a_centroid,pre_a,centroid,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_1344_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9022166318232404
pre_a_weighted,pre_a,weighted,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_1344_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9319481968979895
pre_a_medoid,pre_a,medoid,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_1344_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9022166318232404
pre_a_average,pre_a,average,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_6233_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9241769501314493
pre_a_centroid,pre_a,centroid,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_6233_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.8829501955200503
pre_a_weighted,pre_a,weighted,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_6233_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9241249361445955
pre_a_medoid,pre_a,medoid,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_6233_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.8829501955200503
pre_a_average,pre_a,average,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_1428_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9561742549610274
pre_a_centroid,pre_a,centroid,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_1428_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9403571838449769
pre_a_weighted,pre_a,weighted,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_1428_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.956792942073651
pre_a_medoid,pre_a,medoid,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_1428_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9403571838449769
pre_a_average,pre_a,average,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_1358_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9239035132351088
pre_a_centroid,pre_a,centroid,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_1358_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.91707644014929
pre_a_weighted,pre_a,weighted,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_1358_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9250103857688194
